PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34085209","Spontaneous recognition: Investigating the role of working memory","Köse FE, Sharma D.","Mem Cognit. 2021 Nov;49(8):1665-1676. doi: 10.3758/s13421-021-01194-x. Epub 2021 Jun 3.","Köse FE","Mem Cognit","2021","2021/06/04","","","10.3758/s13421-021-01194-x"
"33786706","What is the contribution of executive functions to communicative-pragmatic skills? Insights from aging and different types of pragmatic inference","Bambini V, Van Looy L, Demiddele K, Schaeken W.","Cogn Process. 2021 Aug;22(3):435-452. doi: 10.1007/s10339-021-01021-w. Epub 2021 Mar 30.","Bambini V","Cogn Process","2021","2021/03/31","","","10.1007/s10339-021-01021-w"
"27955800","Can repetitive transcranial magnetic stimulation improve neurocognition in schizophrenia when combined with cognitive remediation?","Currie A, Nelson B.","Schizophr Res. 2017 May;183:161-162. doi: 10.1016/j.schres.2016.11.017. Epub 2016 Dec 7.","Currie A","Schizophr Res","2017","2016/12/14","","","10.1016/j.schres.2016.11.017"
"32249696","Older Adults Who Meditate Regularly Perform Better on Neuropsychological Functioning and Visual Working Memory Tests: A Three-month Waitlist Control Design Study with a Cohort of Seniors in Assisted Living Facilities","Pandya SP.","Exp Aging Res. 2020 May-Jun;46(3):214-235. doi: 10.1080/0361073X.2020.1743951. Epub 2020 Apr 5.","Pandya SP","Exp Aging Res","2020","2020/04/07","","","10.1080/0361073X.2020.1743951"
"21237516","Evidence for an emotion maintenance deficit in schizophrenia","Gard DE, Cooper S, Fisher M, Genevsky A, Mikels JA, Vinogradov S.","Psychiatry Res. 2011 May 15;187(1-2):24-9. doi: 10.1016/j.psychres.2010.12.018. Epub 2011 Jan 14.","Gard DE","Psychiatry Res","2011","2011/01/18","PMC3070787","NIHMS265630","10.1016/j.psychres.2010.12.018"
"35167048","Sequential versus simultaneous presentation of memoranda in verbal working memory: (How) does it matter?","Ordonez Magro L, Mirault J, Grainger J, Majerus S.","Mem Cognit. 2022 Nov;50(8):1756-1771. doi: 10.3758/s13421-022-01284-4. Epub 2022 Feb 15.","Ordonez Magro L","Mem Cognit","2022","2022/02/15","","","10.3758/s13421-022-01284-4"
"26537631","Longitudinal evidence linking processing speed to the development of reasoning","Kail RV, Lervåg A, Hulme C.","Dev Sci. 2016 Nov;19(6):1067-1074. doi: 10.1111/desc.12352. Epub 2015 Nov 5.","Kail RV","Dev Sci","2016","2015/11/06","PMC4860185","NIHMS710811","10.1111/desc.12352"
"21310187","Facilitation of tactile working memory by top-down suppression from prefrontal to primary somatosensory cortex during sensory interference","Savolainen P, Carlson S, Boldt R, Neuvonen T, Hannula H, Hiltunen J, Salonen O, Ma YY, Pertovaara A.","Behav Brain Res. 2011 Jun 1;219(2):387-90. doi: 10.1016/j.bbr.2011.01.053. Epub 2011 Feb 15.","Savolainen P","Behav Brain Res","2011","2011/02/12","","","10.1016/j.bbr.2011.01.053"
"21843023","On the existence of semantic working memory: evidence for direct semantic maintenance","Shivde G, Anderson MC.","J Exp Psychol Learn Mem Cogn. 2011 Nov;37(6):1342-70. doi: 10.1037/a0024832. Epub 2011 Aug 15.","Shivde G","J Exp Psychol Learn Mem Cogn","2011","2011/08/17","","","10.1037/a0024832"
"31792857","Who resists belief-biased inferences? The role of individual differences in reasoning strategies, working memory, and attentional focus","de Chantal PL, Newman IR, Thompson V, Markovits H.","Mem Cognit. 2020 May;48(4):655-671. doi: 10.3758/s13421-019-00998-2.","de Chantal PL","Mem Cognit","2020","2019/12/04","","","10.3758/s13421-019-00998-2"
"26342062","Reducing the Disruptive Effects of Interruptions With Noninvasive Brain Stimulation","Blumberg EJ, Foroughi CK, Scheldrup MR, Peterson MS, Boehm-Davis DA, Parasuraman R.","Hum Factors. 2015 Sep;57(6):1051-62. doi: 10.1177/0018720814565189. Epub 2014 Dec 29.","Blumberg EJ","Hum Factors","2015","2015/09/06","","","10.1177/0018720814565189"
"24119823","Cognitive effects of methylphenidate and levodopa in healthy volunteers","Linssen AM, Sambeth A, Vuurman EF, Riedel WJ.","Eur Neuropsychopharmacol. 2014 Feb;24(2):200-6. doi: 10.1016/j.euroneuro.2013.09.009. Epub 2013 Oct 4.","Linssen AM","Eur Neuropsychopharmacol","2014","2013/10/15","","","10.1016/j.euroneuro.2013.09.009"
"28459262","Coding of serial order in verbal, visual and spatial working memory","Ginsburg V, Archambeau K, van Dijck JP, Chetail F, Gevers W.","J Exp Psychol Gen. 2017 May;146(5):632-650. doi: 10.1037/xge0000278.","Ginsburg V","J Exp Psychol Gen","2017","2017/05/02","","","10.1037/xge0000278"
"23033972","Working memory ability predicts trajectories of early alcohol use in adolescents: the mediational role of impulsivity","Khurana A, Romer D, Betancourt LM, Brodsky NL, Giannetta JM, Hurt H.","Addiction. 2013 Mar;108(3):506-15. doi: 10.1111/add.12001. Epub 2012 Nov 1.","Khurana A","Addiction","2013","2012/10/05","PMC3568437","NIHMS411073","10.1111/add.12001"
"30001675","The role of social attention in older adults' ability to interpret naturalistic social scenes","Grainger SA, Steinvik HR, Henry JD, Phillips LH.","Q J Exp Psychol (Hove). 2019 Jun;72(6):1328-1343. doi: 10.1177/1747021818791774. Epub 2018 Aug 10.","Grainger SA","Q J Exp Psychol (Hove)","2019","2018/07/14","","","10.1177/1747021818791774"
"28782975","Heterogeneity in development of aspects of working memory predicts longitudinal attention deficit hyperactivity disorder symptom change","Karalunas SL, Gustafsson HC, Dieckmann NF, Tipsord J, Mitchell SH, Nigg JT.","J Abnorm Psychol. 2017 Aug;126(6):774-792. doi: 10.1037/abn0000292.","Karalunas SL","J Abnorm Psychol","2017","2017/08/08","PMC5657320","NIHMS886189","10.1037/abn0000292"
"32807850","A dual mechanism underlying retroactive shifts of auditory spatial attention: dissociating target- and distractor-related modulations of alpha lateralization","Klatt LI, Getzmann S, Begau A, Schneider D.","Sci Rep. 2020 Aug 17;10(1):13860. doi: 10.1038/s41598-020-70004-2.","Klatt LI","Sci Rep","2020","2020/08/19","PMC7431585","","10.1038/s41598-020-70004-2"
"9523909","A comparison of visual- and response-generated cues in a spatial DMTS task for rats","Graham RB, Navey BR, Bass EW Jr, Holsten RD, Means LW.","Physiol Behav. 1998 Feb 15;63(4):635-42. doi: 10.1016/s0031-9384(97)00511-8.","Graham RB","Physiol Behav","1998","1998/04/02","","","10.1016/s0031-9384(97)00511-8"
"34547308","Attentional templates are protected from retroactive interference during visual search: Converging evidence from event-related potentials","Huynh Cong S, Kerzel D.","Neuropsychologia. 2021 Nov 12;162:108026. doi: 10.1016/j.neuropsychologia.2021.108026. Epub 2021 Sep 20.","Huynh Cong S","Neuropsychologia","2021","2021/09/21","","","10.1016/j.neuropsychologia.2021.108026"
"34481197","Semantic influence on visual working memory of object identity and location","Hu R, Jacobs RA.","Cognition. 2021 Dec;217:104891. doi: 10.1016/j.cognition.2021.104891. Epub 2021 Sep 1.","Hu R","Cognition","2021","2021/09/04","","","10.1016/j.cognition.2021.104891"
"35810496","Morality in the time of cognitive famine: The effects of memory load on cooperation and honesty","Mitkidis P, Lindeløv JK, Elbaek CT, Porubanova M, Grzymala-Moszczynska J, Ariely D.","Acta Psychol (Amst). 2022 Aug;228:103664. doi: 10.1016/j.actpsy.2022.103664. Epub 2022 Jul 7.","Mitkidis P","Acta Psychol (Amst)","2022","2022/07/10","","","10.1016/j.actpsy.2022.103664"
"25139625","Endogenous-cue prospective memory involving incremental updating of working memory: an fMRI study","Halahalli HN, John JP, Lukose A, Jain S, Kutty BM.","Brain Struct Funct. 2015 Nov;220(6):3611-26. doi: 10.1007/s00429-014-0877-7. Epub 2014 Aug 20.","Halahalli HN","Brain Struct Funct","2015","2014/08/21","","","10.1007/s00429-014-0877-7"
"24933276","Cognitive load and emotional processing in generalized anxiety disorder: electrocortical evidence for increased distractibility","MacNamara A, Proudfit GH.","J Abnorm Psychol. 2014 Aug;123(3):557-65. doi: 10.1037/a0036997. Epub 2014 Jun 16.","MacNamara A","J Abnorm Psychol","2014","2014/06/17","PMC4122583","NIHMS595057","10.1037/a0036997"
"36218261","Hippocampal involvement in working memory following refreshing","Rose NS, Chao CM.","Cogn Neurosci. 2022 Jul;13(3-4):215-217. doi: 10.1080/17588928.2022.2131749. Epub 2022 Oct 11.","Rose NS","Cogn Neurosci","2022","2022/10/11","","","10.1080/17588928.2022.2131749"
"24424781","DRD2 genotype predicts prefrontal activity during working memory after stimulation of D2 receptors with bromocriptine","Gelao B, Fazio L, Selvaggi P, Di Giorgio A, Taurisano P, Quarto T, Romano R, Porcelli A, Mancini M, Masellis R, Ursini G, De Simeis G, Caforio G, Ferranti L, Lo Bianco L, Rampino A, Todarello O, Popolizio T, Blasi G, Bertolino A.","Psychopharmacology (Berl). 2014 Jun;231(11):2361-70. doi: 10.1007/s00213-013-3398-9. Epub 2014 Jan 15.","Gelao B","Psychopharmacology (Berl)","2014","2014/01/16","","","10.1007/s00213-013-3398-9"
"26341873","Selection in spatial working memory is independent of perceptual selective attention, but they interact in a shared spatial priority map","Hedge C, Oberauer K, Leonards U.","Atten Percept Psychophys. 2015 Nov;77(8):2653-68. doi: 10.3758/s13414-015-0976-4.","Hedge C","Atten Percept Psychophys","2015","2015/09/06","PMC4644201","","10.3758/s13414-015-0976-4"
"23569155","Visuospatial working memory in ADHD patients, unaffected siblings, and healthy controls","van Ewijk H, Heslenfeld DJ, Luman M, Rommelse NN, Hartman CA, Hoekstra P, Franke B, Buitelaar JK, Oosterlaan J.","J Atten Disord. 2014 May;18(4):369-78. doi: 10.1177/1087054713482582. Epub 2013 Apr 8.","van Ewijk H","J Atten Disord","2014","2013/04/10","","","10.1177/1087054713482582"
"22360143","Does working memory change with age? The interactions of concurrent articulation with the effects of word length and acoustic confusion","Bireta TJ, Fine HC, Vanwormer LA.","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn. 2013;20(2):125-47. doi: 10.1080/13825585.2012.657607. Epub 2012 Feb 23.","Bireta TJ","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn","2013","2012/02/25","","","10.1080/13825585.2012.657607"
"7622986","Working memory in infancy: six-month-olds' performance on two versions of the oculomotor delayed response task","Gilmore RO, Johnson MH.","J Exp Child Psychol. 1995 Jun;59(3):397-418. doi: 10.1006/jecp.1995.1019.","Gilmore RO","J Exp Child Psychol","1995","1995/06/01","","","10.1006/jecp.1995.1019"
"34159531","The nationality benefit: Long-term memory associations enhance visual working memory for color-shape conjunctions","Conci M, Kreyenmeier P, Kröll L, Spiech C, Müller HJ.","Psychon Bull Rev. 2021 Dec;28(6):1982-1990. doi: 10.3758/s13423-021-01957-2. Epub 2021 Jun 22.","Conci M","Psychon Bull Rev","2021","2021/06/23","PMC8642370","","10.3758/s13423-021-01957-2"
"33492789","The Impact of the Basal Ganglia on Working Memory: Evidence from Parkinson's Disease","Witt K.","Mov Disord. 2021 Jan;36(1):13-15. doi: 10.1002/mds.28358.","Witt K","Mov Disord","2021","2021/01/25","","","10.1002/mds.28358"
"17868929","Dorsal hippocampal N-methyl-D-aspartate receptors underlie spatial working memory performance during non-matching to place testing on the T-maze","McHugh SB, Niewoehner B, Rawlins JN, Bannerman DM.","Behav Brain Res. 2008 Jan 10;186(1):41-7. doi: 10.1016/j.bbr.2007.07.021. Epub 2007 Jul 21.","McHugh SB","Behav Brain Res","2008","2007/09/18","PMC2148464","","10.1016/j.bbr.2007.07.021"
"9106280","Spatial and non-spatial working memory at different stages of Parkinson's disease","Owen AM, Iddon JL, Hodges JR, Summers BA, Robbins TW.","Neuropsychologia. 1997 Apr;35(4):519-32. doi: 10.1016/s0028-3932(96)00101-7.","Owen AM","Neuropsychologia","1997","1997/04/01","","","10.1016/s0028-3932(96)00101-7"
"29803957","Dorsal and ventral cortices are coupled by cross-frequency interactions during working memory","Popov T, Jensen O, Schoffelen JM.","Neuroimage. 2018 Sep;178:277-286. doi: 10.1016/j.neuroimage.2018.05.054. Epub 2018 May 24.","Popov T","Neuroimage","2018","2018/05/28","","","10.1016/j.neuroimage.2018.05.054"
"34609212","Interruption, work rumination, and stress as indicators of reduced working memory resources affect aesthetic experiences","Weigand R, Jacobsen T.","Q J Exp Psychol (Hove). 2022 Jul;75(7):1272-1288. doi: 10.1177/17470218211050194. Epub 2021 Oct 20.","Weigand R","Q J Exp Psychol (Hove)","2022","2021/10/05","","","10.1177/17470218211050194"
"17457605","Effects of problem size, operation, and working-memory span on simple-arithmetic strategies: differences between children and adults?","Imbo I, Vandierendonck A.","Psychol Res. 2008 May;72(3):331-46. doi: 10.1007/s00426-007-0112-8. Epub 2007 Apr 25.","Imbo I","Psychol Res","2008","2007/04/26","","","10.1007/s00426-007-0112-8"
"35501589","Revisiting congruency effects in the working memory Stroop task","Pan Y, Zhang Z, Hu X, Zuo W.","Atten Percept Psychophys. 2022 Jul;84(5):1635-1650. doi: 10.3758/s13414-022-02494-3. Epub 2022 May 2.","Pan Y","Atten Percept Psychophys","2022","2022/05/02","","","10.3758/s13414-022-02494-3"
"10944409","Effects of dextroamphetamine on cognitive performance and cortical activation","Mattay VS, Callicott JH, Bertolino A, Heaton I, Frank JA, Coppola R, Berman KF, Goldberg TE, Weinberger DR.","Neuroimage. 2000 Sep;12(3):268-75. doi: 10.1006/nimg.2000.0610.","Mattay VS","Neuroimage","2000","2000/08/17","","","10.1006/nimg.2000.0610"
"26706291","Response-time evidence for mixed memory states in a sequential-presentation change-detection task","Nosofsky RM, Donkin C.","Cogn Psychol. 2016 Feb;84:31-62. doi: 10.1016/j.cogpsych.2015.11.001. Epub 2015 Dec 18.","Nosofsky RM","Cogn Psychol","2016","2015/12/27","","","10.1016/j.cogpsych.2015.11.001"
"24500778","Short-term retention of a single word relies on retrieval from long-term memory when both rehearsal and refreshing are disrupted","Rose NS, Buchsbaum BR, Craik FI.","Mem Cognit. 2014 Jul;42(5):689-700. doi: 10.3758/s13421-014-0398-x.","Rose NS","Mem Cognit","2014","2014/02/07","","","10.3758/s13421-014-0398-x"
"28355842","Fundamental differences between perception and cognition aside from cognitive penetrability","Halford GS, Hine TJ.","Behav Brain Sci. 2016 Jan;39:e247. doi: 10.1017/S0140525X15002526.","Halford GS","Behav Brain Sci","2016","2017/03/31","","","10.1017/S0140525X15002526"
"28877535","Monkeys and humans take local uncertainty into account when localizing a change","Devkar D, Wright AA, Ma WJ.","J Vis. 2017 Sep 1;17(11):4. doi: 10.1167/17.11.4.","Devkar D","J Vis","2017","2017/09/07","PMC5588915","","10.1167/17.11.4"
"22734653","The scope and control of attention as separate aspects of working memory","Shipstead Z, Redick TS, Hicks KL, Engle RW.","Memory. 2012;20(6):608-28. doi: 10.1080/09658211.2012.691519. Epub 2012 Jun 26.","Shipstead Z","Memory","2012","2012/06/28","","","10.1080/09658211.2012.691519"
"27896631","Selective weighting of action-related feature dimensions in visual working memory","Heuer A, Schubö A.","Psychon Bull Rev. 2017 Aug;24(4):1129-1134. doi: 10.3758/s13423-016-1209-0.","Heuer A","Psychon Bull Rev","2017","2016/11/30","","","10.3758/s13423-016-1209-0"
"17805994","The vigilance, orienting, and executive attention networks in 4-year-old children","Hrabok M, Kerns KA, Müller U.","Child Neuropsychol. 2007 Sep;13(5):408-21. doi: 10.1080/13825580600977224.","Hrabok M","Child Neuropsychol","2007","2007/09/07","","","10.1080/13825580600977224"
"26987560","Effect of individual thinking styles on item selection during study time allocation","Jia X, Li W, Cao L, Li P, Shi M, Wang J, Cao W, Li X.","Int J Psychol. 2018 Apr;53(2):83-91. doi: 10.1002/ijop.12267. Epub 2016 Mar 14.","Jia X","Int J Psychol","2018","2016/03/19","","","10.1002/ijop.12267"
"26037052","Co-activation Probability Estimation (CoPE): An approach for modeling functional co-activation architecture based on neuroimaging coordinates","Chu C, Fan L, Eickhoff CR, Liu Y, Yang Y, Eickhoff SB, Jiang T.","Neuroimage. 2015 Aug 15;117:397-407. doi: 10.1016/j.neuroimage.2015.05.069. Epub 2015 May 30.","Chu C","Neuroimage","2015","2015/06/04","PMC4801476","NIHMS764445","10.1016/j.neuroimage.2015.05.069"
"22223077","Double dissociation of working memory load effects induced by bilateral parietal modulation","Sandrini M, Fertonani A, Cohen LG, Miniussi C.","Neuropsychologia. 2012 Feb;50(3):396-402. doi: 10.1016/j.neuropsychologia.2011.12.011. Epub 2011 Dec 27.","Sandrini M","Neuropsychologia","2012","2012/01/07","PMC4880015","NIHMS787350","10.1016/j.neuropsychologia.2011.12.011"
"33220613","Spontaneous strategy use during a working memory updating task","Waris O, Jylkkä J, Fellman D, Laine M.","Acta Psychol (Amst). 2021 Jan;212:103211. doi: 10.1016/j.actpsy.2020.103211. Epub 2020 Nov 18.","Waris O","Acta Psychol (Amst)","2021","2020/11/21","","","10.1016/j.actpsy.2020.103211"
"28641120","The cognitive bases of the development of past and future episodic cognition in preschoolers","Ünal G, Hohenberger A.","J Exp Child Psychol. 2017 Oct;162:242-258. doi: 10.1016/j.jecp.2017.05.014. Epub 2017 Jun 20.","Ünal G","J Exp Child Psychol","2017","2017/06/23","","","10.1016/j.jecp.2017.05.014"
"31207338","Dissociating refreshing and elaboration and their impacts on memory","Bartsch LM, Loaiza VM, Jäncke L, Oberauer K, Lewis-Peacock JA.","Neuroimage. 2019 Oct 1;199:585-597. doi: 10.1016/j.neuroimage.2019.06.028. Epub 2019 Jun 14.","Bartsch LM","Neuroimage","2019","2019/06/18","","","10.1016/j.neuroimage.2019.06.028"
"30523616","Functions of Memory Across Saccadic Eye Movements","Aagten-Murphy D, Bays PM.","Curr Top Behav Neurosci. 2019;41:155-183. doi: 10.1007/7854_2018_66.","Aagten-Murphy D","Curr Top Behav Neurosci","2019","2018/12/08","","","10.1007/7854_2018_66"
"23988870","A bilateral advantage in controlling access to visual short-term memory","Holt JL, Delvenne JF.","Exp Psychol. 2014;61(2):127-33. doi: 10.1027/1618-3169/a000232.","Holt JL","Exp Psychol","2014","2013/08/31","","","10.1027/1618-3169/a000232"
"16337091","Interfering with working memory in humans","Mottaghy FM.","Neuroscience. 2006 Apr 28;139(1):85-90. doi: 10.1016/j.neuroscience.2005.05.037. Epub 2005 Dec 5.","Mottaghy FM","Neuroscience","2006","2005/12/13","","","10.1016/j.neuroscience.2005.05.037"
"27237797","The Importance of Single-Trial Analyses in Cognitive Neuroscience","Stokes M, Spaak E.","Trends Cogn Sci. 2016 Jul;20(7):483-486. doi: 10.1016/j.tics.2016.05.008. Epub 2016 May 26.","Stokes M","Trends Cogn Sci","2016","2016/05/31","","","10.1016/j.tics.2016.05.008"
"34412861","Executive function of the brain and its influences on understanding of physics concept","Abdullah MNS, Karpudewan M, Tanimale BM.","Trends Neurosci Educ. 2021 Sep;24:100159. doi: 10.1016/j.tine.2021.100159. Epub 2021 Aug 1.","Abdullah MNS","Trends Neurosci Educ","2021","2021/08/20","","","10.1016/j.tine.2021.100159"
"28108257","Working memory load-dependent spatio-temporal activity of single-trial P3 response detected with an adaptive wavelet denoiser","Zhang Q, Yang X, Yao L, Zhao X.","Neuroscience. 2017 Mar 27;346:64-73. doi: 10.1016/j.neuroscience.2017.01.012. Epub 2017 Jan 17.","Zhang Q","Neuroscience","2017","2017/01/22","","","10.1016/j.neuroscience.2017.01.012"
"34580894","The roles of different executive functioning skills in young children's mental computation and applied mathematical problem-solving","Cheung SK, Chan WWL.","Br J Dev Psychol. 2022 Mar;40(1):151-169. doi: 10.1111/bjdp.12396. Epub 2021 Sep 28.","Cheung SK","Br J Dev Psychol","2022","2021/09/28","","","10.1111/bjdp.12396"
"26675798","[Application of spatial working memory task fMRI in evaluation of primary insomnia patient's cognitive dysfunction]","Dou S, Wang E, Zhang H, Tong L, Zhang X, Shi D, Cheng J, Li Y.","Zhonghua Yi Xue Za Zhi. 2015 Jun 2;95(21):1677-80.","Dou S","Zhonghua Yi Xue Za Zhi","2015","2015/12/18","","",""
"7973812","[Prefrontal injection of the alpha 2-adrenergic antagonist yohimbine impairs performance of a delayed GO/NO-GO task in monkeys]","Li BM, Hu XT, Mei ZT.","Sheng Li Xue Bao. 1994 Jun;46(3):249-57.","Li BM","Sheng Li Xue Bao","1994","1994/06/01","","",""
"19760536","What's on your mind: the influence of the contents of working memory on choice","Weaver SM, Arrington CM.","Q J Exp Psychol (Hove). 2010 Apr;63(4):726-37. doi: 10.1080/17470210903137180. Epub 2009 Sep 15.","Weaver SM","Q J Exp Psychol (Hove)","2010","2009/09/18","","","10.1080/17470210903137180"
"32861788","Cortical iron disrupts functional connectivity networks supporting working memory performance in older adults","Zachariou V, Bauer CE, Seago ER, Raslau FD, Powell DK, Gold BT.","Neuroimage. 2020 Dec;223:117309. doi: 10.1016/j.neuroimage.2020.117309. Epub 2020 Aug 27.","Zachariou V","Neuroimage","2020","2020/08/31","PMC7821351","NIHMS1657549","10.1016/j.neuroimage.2020.117309"
"18608047","Aging and working memory inside and outside the focus of attention: dissociations of availability and accessibility","Vaughan L, Basak C, Hartman M, Verhaeghen P.","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn. 2008 Nov;15(6):703-24. doi: 10.1080/13825580802061645. Epub 2008 May 16.","Vaughan L","Neuropsychol Dev Cogn B Aging Neuropsychol Cogn","2008","2008/07/09","","","10.1080/13825580802061645"
"33890695","Do goal cue and motor activity impact preschoolers' working memory?","Fitamen C, Blaye A, Camos V.","Br J Dev Psychol. 2022 Mar;40(1):1-16. doi: 10.1111/bjdp.12376. Epub 2021 Apr 23.","Fitamen C","Br J Dev Psychol","2022","2021/04/23","","","10.1111/bjdp.12376"
"23541152","Implicit sequence learning and working memory: correlated or complicated?","Janacsek K, Nemeth D.","Cortex. 2013 Sep;49(8):2001-6. doi: 10.1016/j.cortex.2013.02.012. Epub 2013 Mar 13.","Janacsek K","Cortex","2013","2013/04/02","","","10.1016/j.cortex.2013.02.012"
"28011745","Neural and Behavioral Evidence for an Online Resetting Process in Visual Working Memory","Balaban H, Luria R.","J Neurosci. 2017 Feb 1;37(5):1225-1239. doi: 10.1523/JNEUROSCI.2789-16.2016. Epub 2016 Dec 23.","Balaban H","J Neurosci","2017","2016/12/25","PMC6596864","","10.1523/JNEUROSCI.2789-16.2016"
"24713515","Working memory and facial expression recognition in patients with Parkinson's disease","Alonso-Recio L, Martín-Plasencia P, Loeches-Alonso Á, Serrano-Rodríguez JM.","J Int Neuropsychol Soc. 2014 May;20(5):496-505. doi: 10.1017/S1355617714000265. Epub 2014 Apr 8.","Alonso-Recio L","J Int Neuropsychol Soc","2014","2014/04/10","","","10.1017/S1355617714000265"
"6739625","Working memory","Hitch GJ.","Psychol Med. 1984 May;14(2):265-71. doi: 10.1017/s0033291700003548.","Hitch GJ","Psychol Med","1984","1984/05/01","","","10.1017/s0033291700003548"
"22502842","How executive functions are related to intelligence in Williams syndrome","Osório A, Cruz R, Sampaio A, Garayzábal E, Martínez-Regueiro R, Gonçalves ÓF, Carracedo Á, Fernández-Prieto M.","Res Dev Disabil. 2012 Jul-Aug;33(4):1169-75. doi: 10.1016/j.ridd.2012.02.003. Epub 2012 Mar 22.","Osório A","Res Dev Disabil","2012","2012/04/17","","","10.1016/j.ridd.2012.02.003"
"25724516","Tactile search for change has less memory than visual search for change","Yoshida T, Yamaguchi A, Tsutsui H, Wake T.","Atten Percept Psychophys. 2015 May;77(4):1200-11. doi: 10.3758/s13414-014-0829-6.","Yoshida T","Atten Percept Psychophys","2015","2015/03/01","","","10.3758/s13414-014-0829-6"
"20712744","Synergies between processing and memory in children's reading span","Towse JN, Hitch GJ, Horton N, Harvey K.","Dev Sci. 2010 Sep 1;13(5):779-89. doi: 10.1111/j.1467-7687.2009.00929.x.","Towse JN","Dev Sci","2010","2010/08/18","","","10.1111/j.1467-7687.2009.00929.x"
"30245198","Refining understanding of working memory buffers through the construct of binding: Evidence from a single case informs theory and clinical practise","Jonin PY, Calia C, Muratot S, Belliard S, Duché Q, Barbeau EJ, Parra MA.","Cortex. 2019 Mar;112:37-57. doi: 10.1016/j.cortex.2018.08.011. Epub 2018 Aug 27.","Jonin PY","Cortex","2019","2018/09/25","PMC6418315","","10.1016/j.cortex.2018.08.011"
"30858074","Stimulus-driven attention and cognitive control during encoding: An event related brain potentials study","Wills-Conn K, Schroder H, Moser J, Ravizza S.","Biol Psychol. 2019 May;144:1-10. doi: 10.1016/j.biopsycho.2019.03.002. Epub 2019 Mar 8.","Wills-Conn K","Biol Psychol","2019","2019/03/13","","","10.1016/j.biopsycho.2019.03.002"
"24816329","Training brain networks and states","Tang YY, Posner MI.","Trends Cogn Sci. 2014 Jul;18(7):345-50. doi: 10.1016/j.tics.2014.04.002. Epub 2014 May 7.","Tang YY","Trends Cogn Sci","2014","2014/05/13","","","10.1016/j.tics.2014.04.002"
"33818735","Working Memory in Pediatric Epilepsy: A Systematic Review and Meta-Analysis","Poole BJ, Phillips NL, Stewart E, Harris IM, Lah S.","Neuropsychol Rev. 2021 Dec;31(4):569-609. doi: 10.1007/s11065-021-09491-7. Epub 2021 Apr 5.","Poole BJ","Neuropsychol Rev","2021","2021/04/05","","","10.1007/s11065-021-09491-7"
"22897383","Is overall similarity classification less effortful than single-dimension classification?","Wills AJ, Milton F, Longmore CA, Hester S, Robinson J.","Q J Exp Psychol (Hove). 2013;66(2):299-318. doi: 10.1080/17470218.2012.708349. Epub 2012 Aug 17.","Wills AJ","Q J Exp Psychol (Hove)","2013","2012/08/18","","","10.1080/17470218.2012.708349"
"8835799","Working memory deficits following traumatic brain injury in the rat","Hamm RJ, Temple MD, Pike BR, O'Dell DM, Buck DL, Lyeth BG.","J Neurotrauma. 1996 Jun;13(6):317-23. doi: 10.1089/neu.1996.13.317.","Hamm RJ","J Neurotrauma","1996","1996/06/01","","","10.1089/neu.1996.13.317"
"31650366","Brain Networks Communicate Through Theta Oscillations to Encode High Load in a Visuospatial Working Memory Task: An EEG Connectivity Study","Muthukrishnan SP, Soni S, Sharma R.","Brain Topogr. 2020 Jan;33(1):75-85. doi: 10.1007/s10548-019-00739-3. Epub 2019 Oct 24.","Muthukrishnan SP","Brain Topogr","2020","2019/10/26","","","10.1007/s10548-019-00739-3"
"18564042","The attentional blink reveals serial working memory encoding: evidence from virtual and human event-related potentials","Craston P, Wyble B, Chennu S, Bowman H.","J Cogn Neurosci. 2009 Mar;21(3):550-66. doi: 10.1162/jocn.2009.21036.","Craston P","J Cogn Neurosci","2009","2008/06/20","","","10.1162/jocn.2009.21036"
"23231688","Working memory capacity in a go/no-go task: age differences in interference, processing speed, and attentional control","Rodríguez-Villagra OA, Göthe K, Oberauer K, Kliegl R.","Dev Psychol. 2013 Sep;49(9):1683-96. doi: 10.1037/a0030883. Epub 2012 Dec 10.","Rodríguez-Villagra OA","Dev Psychol","2013","2012/12/13","","","10.1037/a0030883"
"32496093","Do working memory capacity and test anxiety modulate the beneficial effects of testing on new learning?","Yang C, Sun B, Potts R, Yu R, Luo L, Shanks DR.","J Exp Psychol Appl. 2020 Dec;26(4):724-738. doi: 10.1037/xap0000278. Epub 2020 Jun 4.","Yang C","J Exp Psychol Appl","2020","2020/06/05","","","10.1037/xap0000278"
"10933206","Object working memory and visuospatial processing: functional neuroanatomy analyzed by event-related fMRI","Pollmann S, von Cramon DY.","Exp Brain Res. 2000 Jul;133(1):12-22. doi: 10.1007/s002210000396.","Pollmann S","Exp Brain Res","2000","2000/08/10","","","10.1007/s002210000396"
"24281356","Amplitude spectrum EEG signal evidence for the dissociation of motor and perceptual spatial working memory in the human brain","Smyrnis N, Protopapa F, Tsoukas E, Balogh A, Siettos CI, Evdokimidis I.","Exp Brain Res. 2014 Feb;232(2):659-73. doi: 10.1007/s00221-013-3774-z. Epub 2013 Nov 27.","Smyrnis N","Exp Brain Res","2014","2013/11/28","","","10.1007/s00221-013-3774-z"
